EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 16-11-2022
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
18062,199567,ANSTADBLAHEIA                           ,NO,+68:43:05,+015:18:39, 500,TG21,20141029,20221031,   22,Hans Olav Hygen                                   
18063,199588,LOSISTUA                                ,NO,+68:11:26,+017:47:26, 740,TG21,20141001,20221031,   22,Hans Olav Hygen                                   
18064,199587,RENA - ORNHAUGEN                        ,NO,+61:22:35,+011:29:57, 872,TG21,20140220,20221031,   22,Hans Olav Hygen                                   
18065,199609,HEMSEDAL SKISENTER                      ,NO,+60:50:22,+008:29:48,1344,TG21,20161014,20221031,   22,Hans Olav Hygen                                   
18066,199628,GAUSDAL - FOLLEBU                       ,NO,+61:13:28,+010:15:32, 375,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18067,199640,RISSA III                               ,NO,+63:35:08,+009:58:14,  23,TG21,20130213,20221031,   22,Hans Olav Hygen                                   
18068,199174,SVENNER FYR                             ,NO,+58:58:08,+010:08:53,  15,TG21,20090501,20221031,   22,Hans Olav Hygen                                   
18068,199649,TJOLLING                                ,NO,+59:02:48,+010:07:30,  19,TG21,20130206,20221031,   22,Hans Olav Hygen                                   
18068,901478,SVENNER LH                              ,NO,+58:58:00,+010:09:00,  15, TG5,19820114,20201101,    -,Synoptical message from GTS
18069,199295,VESTFOSSEN                              ,NO,+59:43:55,+009:52:22,  13,TG21,20161113,20221031,   22,Hans Olav Hygen                                   
18069,199647,HOKKSUND                                ,NO,+59:45:41,+009:53:31,  15,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18069,200657,HOKKSUND - LOE                          ,NO,+59:46:08,+009:54:56,   7,TG21,20150420,20221031,   22,Hans Olav Hygen                                   
18070,199664,BERGEBYDALEN                            ,NO,+70:13:36,+028:57:23, 150,TG21,20181007,20221031,   22,Hans Olav Hygen                                   
18071,199708,MARE III                                ,NO,+63:56:33,+011:25:32,  59,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18071,200997,STEINKJER - VARTUN                      ,NO,+64:01:35,+011:29:13,  47,TG21,19961204,19990505,   22,Hans Olav Hygen                                   
18071,901277,STEINKJER                               ,NO,+64:01:00,+011:27:00,  80, TG5,19820113,20201101,    -,Synoptical message from GTS
18072,199198,RV80 NORDVIKA                           ,NO,+67:19:51,+015:09:42,   5,TG21,20150411,20221031,   22,Hans Olav Hygen                                   
18072,199706,VALNESFJORD                             ,NO,+67:16:35,+015:06:06,  20,TG21,20140601,20221031,   22,Hans Olav Hygen                                   
18072,200682,FAUSKE - ERIKSTAD                       ,NO,+67:15:00,+015:22:00,  14,TG21,19671201,19720429,   22,Hans Olav Hygen                                   
18072,200970,FAUSKE                                  ,NO,+67:15:00,+015:22:59,  14,TG21,19570101,19671129,   22,Hans Olav Hygen                                   
18073,199718,DOVRE-LANNEM                            ,NO,+62:01:01,+009:12:51, 560,TG21,20141113,20221031,   22,Hans Olav Hygen                                   
18073,200683,DOVRE II                                ,NO,+62:04:22,+009:05:20, 546,TG21,19180601,19261230,   22,Hans Olav Hygen                                   
18074,199749,JUVVASSHOE                              ,NO,+61:40:39,+008:22:08,1894,TG21,19990901,20221031,   22,Hans Olav Hygen                                   
18074,901362,JUVVASSHOE                              ,NO,+61:40:40,+008:22:22,1893, TG5,20111005,20201101,    -,Synoptical message from GTS
18075,199037,NORDLI - HOLAND                         ,NO,+64:26:44,+013:43:05, 433,TG21,19880801,20191015,   22,Hans Olav Hygen                                   
18075,206018,NORDLI - SANDVIKA                       ,NO,+64:27:33,+013:35:52, 420,TG21,20191001,20221031,   22,Hans Olav Hygen                                   
18075,901298,NORDLI-HOLAND                           ,NO,+64:27:00,+013:43:00, 433, TG5,19820222,20191015,    -,Synoptical message from GTS
18076,156681,SKEDSMO-HELLERUD                        ,NO,+59:58:39,+010:58:40, 143,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18076,199040,OSLO - HAUGENSTUA                       ,NO,+59:57:14,+010:54:18, 123,TG21,20120407,20221031,   22,Hans Olav Hygen                                   
18076,199308,KJELLER                                 ,NO,+59:58:14,+011:02:17, 108,TG21,20091201,20221031,   22,Hans Olav Hygen                                   
18076,199421,OSLO - DISEN                            ,NO,+59:56:47,+010:47:25, 130,TG21,20160108,20200528,   22,Hans Olav Hygen                                   
18076,199743,RV150 AKER SYKEHUS                      ,NO,+59:56:27,+010:47:53, 140,TG21,20130104,20211003,   22,Hans Olav Hygen                                   
18076,200676,KJELLER II                              ,NO,+59:58:00,+011:03:00, 112,TG21,19610101,19630227,   22,Hans Olav Hygen                                   
18077,199041,MYKLEBUSTFJELLET                        ,NO,+61:40:44,+005:12:02, 715,TG21,20141101,20221031,   22,Hans Olav Hygen                                   
18078,199043,VALLE                                   ,NO,+59:11:49,+007:31:37, 308,TG21,20110901,20221031,   22,Hans Olav Hygen                                   
18079,199050,REIPA                                   ,NO,+66:54:12,+013:38:45,   9,TG21,20090701,20221031,   22,Hans Olav Hygen                                   
18079,199311,FV17 TORSVIKA                           ,NO,+66:52:53,+013:40:03,  10,TG21,20150521,20221031,   22,Hans Olav Hygen                                   
18079,901114,REIPA                                   ,NO,+66:54:00,+013:37:59,   8, TG5,20100420,20201101,    -,Synoptical message from GTS
18080,199052,HVALER - BREKKE                         ,NO,+59:02:30,+011:01:55,  20,TG21,20180601,20221031,   22,Hans Olav Hygen                                   
18081,199065,DRAMMEN - BERSKOG                       ,NO,+59:45:12,+010:07:24,   8,TG21,20041001,20221031,   22,Hans Olav Hygen                                   
18081,199104,DRAMMEN - BANGELOEKKA                   ,NO,+59:43:51,+010:12:51,  14,TG21,20170727,20221031,   22,Hans Olav Hygen                                   
18081,200761,DRAMMEN - MARIENLYST                    ,NO,+59:44:13,+010:12:06,   3,TG21,19660501,20031030,   22,Hans Olav Hygen                                   
18081,901477,KONNERUD                                ,NO,+59:42:46,+010:08:44,   0, TG5,19820114,20201101,    -,Synoptical message from GTS
18081,901480,DRAMMEN BERSKOG                         ,NO,+59:45:00,+010:07:59,   8, TG5,20060128,20201101,    -,Synoptical message from GTS
18082,199068,BJORLI                                  ,NO,+62:15:29,+008:11:59, 579,TG21,20100224,20221031,   22,Hans Olav Hygen                                   
18083,199070,BIRTAVARRE - HOLMEN                     ,NO,+69:28:49,+020:52:09,  20,TG21,20180406,20221031,   22,Hans Olav Hygen                                   
18084,199074,ROELDALSFJELLET - ELVERSHEI             ,NO,+59:50:08,+006:42:38,1370,TG21,20140314,20221031,   22,Hans Olav Hygen                                   
18085,199075,EVENSTAD                                ,NO,+61:25:32,+011:04:49, 257,TG21,20020501,20221031,   22,Hans Olav Hygen                                   
18085,200758,EVENSTAD - OEVERENGET                   ,NO,+61:24:19,+011:08:35, 255,TG21,19741001,20001129,   22,Hans Olav Hygen                                   
18085,200856,EVENSTAD - SVEA                         ,NO,+61:26:02,+011:04:36, 264,TG21,19710701,19740929,   22,Hans Olav Hygen                                   
18085,901383,EVENSTAD-DIH                            ,NO,+61:25:00,+011:04:00, 257, TG5,19820113,20201101,    -,Synoptical message from GTS
18086,199076,HORTEN II                               ,NO,+59:25:10,+010:27:52,  95,TG21,20150601,20221031,   22,Hans Olav Hygen                                   
18087,199077,BRATA - SLETTOM                         ,NO,+61:53:44,+007:53:44, 664,TG21,19981031,20221031,   22,Hans Olav Hygen                                   
18087,901360,BRATA-SLETTOM                           ,NO,+61:54:00,+007:54:00, 664, TG5,19820113,20201101,    -,Synoptical message from GTS
18088,199078,ROEST LUFTHAVN                          ,NO,+67:31:36,+012:06:14,   4,TG21,20021001,20221031,   22,Hans Olav Hygen                                   
18088,200698,ROEST II                                ,NO,+67:30:23,+012:04:33,  10,TG21,19790101,19971028,   22,Hans Olav Hygen                                   
18088,200864,ROEST III                               ,NO,+67:31:30,+012:06:14,   4,TG21,19980401,20081230,   22,Hans Olav Hygen                                   
18088,200886,ROEST                                   ,NO,+67:30:21,+012:04:08,   8,TG21,19570101,19691030,   22,Hans Olav Hygen                                   
18088,901106,ROEST III                               ,NO,+67:31:00,+012:06:00,   4, TG5,19820114,19971028,    -,Synoptical message from GTS
18088,901107,ROST AP                                 ,NO,+67:31:00,+012:06:00,   4, TG5,20090106,20201101,    -,Synoptical message from GTS
18089,199079,ASANE                                   ,NO,+60:28:27,+005:20:30,  90,TG21,20170708,20221031,   22,Hans Olav Hygen                                   
18089,199281,E39 VAGSBOTN                            ,NO,+60:28:36,+005:20:53,  92,TG21,20151118,20221031,   22,Hans Olav Hygen                                   
18089,199551,KV4821 NIPEDALEN                        ,NO,+60:22:06,+005:15:56,  98,TG21,20151118,20220426,   22,Hans Olav Hygen                                   
18089,200722,KV4339 BLINDHEIM                        ,NO,+60:27:39,+005:23:20,  80,TG21,20140110,20221030,   22,Hans Olav Hygen                                   
18090,199085,FAGERNES LUFTHAMN                       ,NO,+61:00:46,+009:17:34, 822,TG21,20070530,20221031,   22,Hans Olav Hygen                                   
18090,901368,FAGERNES LEIRIN                         ,NO,+61:00:00,+009:18:00, 822, TG5,20111005,20201101,    -,Synoptical message from GTS
18091,156765,SORTLAND-KLEIVA                         ,NO,+68:38:53,+015:16:58,  14,TG21,19570901,20221031,   22,Hans Olav Hygen                                   
18091,199086,SORTLAND                                ,NO,+68:42:11,+015:24:56,   3,TG21,19850101,20191208,   22,Hans Olav Hygen                                   
18091,901167,SORTLAND                                ,NO,+68:42:00,+015:25:00,   3, TG5,19850605,20191205,    -,Synoptical message from GTS
18092,199088,LILLEHAMMER - SAETHERENGEN              ,NO,+61:05:30,+010:28:33, 240,TG21,19821201,20221031,   22,Hans Olav Hygen                                   
18092,200827,LILLEHAMMER II                          ,NO,+61:05:44,+010:28:27, 226,TG21,19570101,19690730,   22,Hans Olav Hygen                                   
18092,901378,LILLEHAMMER-SAETHERENGEN                ,NO,+61:06:00,+010:28:00, 239, TG5,19830712,20201101,    -,Synoptical message from GTS
18093,199093,FOSSMARK                                ,NO,+60:31:14,+005:43:27,  10,TG21,20120601,20221031,   22,Hans Olav Hygen                                   
18093,901314,FOSSMARK                                ,NO,+60:31:14,+005:43:28,   0, TG5,20121031,20201101,    -,Synoptical message from GTS
18094,199097,MJOELFJELL UH                           ,NO,+60:42:07,+006:56:13, 695,TG21,19990601,20221031,   22,Hans Olav Hygen                                   
18094,901344,MJOLFJELL                               ,NO,+60:42:00,+006:57:00, 695, TG5,19820113,20201101,    -,Synoptical message from GTS
18095,199101,OERSTA - EITREFJELL                     ,NO,+62:09:36,+006:17:16, 690,TG21,20141201,20221031,   22,Hans Olav Hygen                                   
18096,199065,DRAMMEN - BERSKOG                       ,NO,+59:45:12,+010:07:24,   8,TG21,20041001,20221031,   22,Hans Olav Hygen                                   
18096,199104,DRAMMEN - BANGELOEKKA                   ,NO,+59:43:51,+010:12:51,  14,TG21,20170727,20221031,   22,Hans Olav Hygen                                   
18096,199508,DRAMMEN - SLETTA                        ,NO,+59:44:39,+010:13:51,   4,TG21,20171228,20221031,   22,Hans Olav Hygen                                   
18096,200761,DRAMMEN - MARIENLYST                    ,NO,+59:44:13,+010:12:06,   3,TG21,19660501,20031030,   22,Hans Olav Hygen                                   
18096,901477,KONNERUD                                ,NO,+59:42:46,+010:08:44,   0, TG5,19820114,20201101,    -,Synoptical message from GTS
18097,199106,AFJORD II                               ,NO,+63:58:04,+010:13:24,  30,TG21,20071130,20221031,   22,Hans Olav Hygen                                   
18098,199108,DAGALI LUFTHAVN                         ,NO,+60:25:08,+008:31:35, 798,TG21,20021001,20221031,   22,Hans Olav Hygen                                   
18098,901363,DAGALI AP                               ,NO,+60:25:08,+008:31:35, 798, TG5,20141204,20201101,    -,Synoptical message from GTS
18099,199117,PYRAMIDEN                               ,NO,+78:39:20,+016:21:37,  20,TG21,20121117,20221031,   22,Hans Olav Hygen                                   
